Masque en frêne (lapis-lazuli);Menuisier;20;Tête;1 Cuir, 1 Essence de girofle, 1 Lapis-lazuli, 1 Madrier de frêne;1 Éclat de glace, 1 Éclat de vent;1;74;70;1053;50 max.;Habileté recommandée : 94
Madrier d'if;Menuisier;21;Bois;3 Rondin d'if;2 Éclat de vent;1;37;40;1090;50 max.;Habileté recommandée : 94
Arc de vélocité en orme;Menuisier;21;Arme d'archer;1 Arc court en frêne, 1 Madrier d'orme, 1 Plume de corbeau;1 Éclat de glace, 2 Éclat de vent;1;112;70;817;50 max.;Synthèse rapide impossible, Habileté recommandée : 94
Radicelle en if;Menuisier;21;Arme à deux mains d'élémentaliste;1 Branche d'if, 1 Sang de bête, 1 Telline du levant;1 Éclat de glace, 2 Éclat de vent;1;75;70;1090;50 max.;Habileté recommandée : 94
Guisarme;Menuisier;22;Arme d'hast;1 Glu animale, 1 Lingot de fer, 1 Madrier d'orme;1 Éclat de glace, 2 Éclat de vent;1;75;70;1122;50 max.;Habileté recommandée : 94
Meule en mudstone;Menuisier;22;Outil secondaire d'orfèvre;1 Lingot de fer, 1 Madrier d'orme, 1 Mudstone;1 Éclat de glace, 2 Éclat de vent;1;75;70;1122;50 max.;Habileté recommandée : 94
Rouet en orme;Menuisier;23;Outil secondaire de couturier;2 Madrier d'orme, 2 Rivets en fer;1 Éclat de glace, 2 Éclat de vent;1;79;70;1169;50 max.;Habileté recommandée : 99
Arc long en orme gainé;Menuisier;24;Arme d'archer;1 Arc long gainé, 1 Cuir rigide, 1 Madrier d'orme;2 Éclat de glace, 2 Éclat de vent;1;127;70;929;50 max.;Synthèse rapide impossible, Habileté recommandée : 99
Crosse en if;Menuisier;24;Arme à deux mains d'élémentaliste;1 Madrier d'if, 1 Sang de bête;2 Éclat de glace, 2 Éclat de vent;1;85;70;1239;50 max.;Habileté recommandée : 99
Patins en orme;Menuisier;24;Pieds;1 Cuir rigide, 1 Madrier d'orme, 1 Étoffe de coton;2 Éclat de glace, 2 Éclat de vent;1;85;70;1239;50 max.;Habileté recommandée : 99
Madrier de noyer;Menuisier;25;Bois;3 Rondin de noyer;2 Éclat de vent;1;44;40;1296;50 max.;Habileté recommandée : 99
Meule d'initié;Menuisier;25;Outil secondaire d'orfèvre;1 Lingot de fer, 1 Madrier de noyer, 1 Mudstone;2 Éclat de glace, 2 Éclat de vent;1;89;70;1296;50 max.;Habileté recommandée : 99
Canne à pêche en if;Menuisier;25;Outil principal de pêcheur;1 Branche d'if, 1 Fluide de méduse, 1 Lingot de fer, 1 Madrier d'if;2 Éclat de glace, 2 Éclat de vent;1;89;70;1296;50 max.;Habileté recommandée : 99
Arc composite;Menuisier;26;Arme d'archer;1 Bois de cerf, 3 Madrier de frêne, 1 Tendon robuste;2 Éclat de glace, 2 Éclat de vent;1;90;70;1332;50 max.;Habileté recommandée : 99
Canne pastorale en if;Menuisier;26;Arme à deux mains d'élémentaliste;1 Fil de chanvre, 1 Formule de croissance bêta, 1 Lingot de laiton, 1 Madrier d'if, 1 Sang de bête;2 Éclat de glace, 2 Éclat de vent;1;90;70;1332;50 max.;Habileté recommandée : 99
Bouclier rond aux vipères croisées;Menuisier;26;Bouclier;1 Cuir de bouquetin, 1 Lingot de fer, 1 Madrier de noyer, 1 Rivets en fer;2 Éclat de glace, 2 Éclat de vent;1;90;70;1332;50 max.;Habileté recommandée : 99
Fourche de combat en argent;Menuisier;27;Arme d'hast;1 Huile de crabe, 1 Lingot d'argent, 1 Madrier de noyer;2 Éclat de glace, 3 Éclat de vent;1;91;70;1368;50 max.;Habileté recommandée : 99
Macuahuitl en orme;Menuisier;28;Arme de gladiateur;2 Madrier d'orme, 4 Éclat d'obsidienne;2 Éclat de glace, 3 Éclat de vent;1;100;70;1498;50 max.;Habileté recommandée : 106
Hallebarde;Menuisier;29;Arme d'hast;1 Cuir de bouquetin, 1 Lingot d'acier, 1 Lingot de fer, 1 Madrier de noyer;2 Éclat de glace, 3 Éclat de vent;1;101;70;1544;50 max.;Habileté recommandée : 106
Canne en noyer;Menuisier;29;Arme à deux mains d'élémentaliste;1 Formule de croissance bêta, 1 Madrier de noyer;2 Éclat de glace, 3 Éclat de vent;1;101;70;1544;50 max.;Habileté recommandée : 106
Canne à pêche en bois de cerf;Menuisier;29;Outil principal de pêcheur;1 Bois de cerf, 1 Branche d'if, 1 Lingot d'acier, 1 Madrier de noyer;2 Éclat de glace, 3 Éclat de vent;1;101;70;1544;50 max.;Habileté recommandée : 106
Hast en acier;Menuisier;30;Arme d'hast;1 Huile de crabe, 1 Lingot d'acier, 1 Madrier de noyer;3 Éclat de glace, 3 Éclat de vent;1;102;70;1584;50 max.;Habileté recommandée : 106
Crosse corbeau;Menuisier;30;Arme à deux mains d'élémentaliste;1 Crosse en if, 1 Plume de corbeau, 1 Sang de reptile;3 Éclat de glace, 3 Éclat de vent;1;153;70;1188;50 max.;Synthèse rapide impossible, Habileté recommandée : 106
Arc de cavalerie en frêne;Menuisier;31;Arme d'archer;1 Branche de chêne, 1 Lingot d'acier, 2 Madrier de frêne, 1 Tendon flexible;3 Éclat de glace, 3 Éclat de vent;1;106;80;1670;50 max.;Habileté recommandée : 121
Madrier de chêne;Menuisier;32;Bois;3 Rondin de chêne;3 Éclat de vent;1;55;40;1697;50 max.;Habileté recommandée : 121
Canne à pêche en noyer;Menuisier;32;Outil principal de pêcheur;1 Branche de chêne, 1 Lingot d'acier, 1 Madrier de noyer;3 Éclat de glace, 3 Éclat de vent;1;110;80;1697;50 max.;Habileté recommandée : 121
Rouet en noyer;Menuisier;33;Outil secondaire de couturier;2 Madrier de noyer, 2 Rivets en acier;3 Éclat de glace, 4 Éclat de vent;1;111;80;1757;50 max.;Habileté recommandée : 121
Patins en noyer;Menuisier;33;Pieds;1 Cuir de bouquetin, 1 Madrier de noyer, 1 Étoffe de veloutine;3 Éclat de glace, 4 Éclat de vent;1;111;80;1757;50 max.;Habileté recommandée : 121
Macuahuitl en noyer;Menuisier;34;Arme de gladiateur;1 Madrier de noyer, 2 Éclat d'obsidienne de wyverne;3 Éclat de glace, 4 Éclat de vent;1;115;80;1811;50 max.;Habileté recommandée : 129
Meule en siltstone;Menuisier;34;Outil secondaire d'orfèvre;1 Lingot d'acier, 1 Madrier de noyer, 1 Siltstone;3 Éclat de glace, 4 Éclat de vent;1;115;80;1811;50 max.;Habileté recommandée : 129
Lance lourde en acier;Menuisier;35;Arme d'hast;1 Cuir de crapaud, 2 Lingot d'acier, 1 Madrier de noyer;3 Éclat de glace, 4 Éclat de vent;1;123;80;1853;50 max.;Habileté recommandée : 129
Arc long en chêne;Menuisier;35;Arme d'archer;2 Branche de frêne, 1 Fil de lin, 1 Lingot d'acier, 1 Madrier de chêne;3 Éclat de glace, 4 Éclat de vent;1;123;80;1853;50 max.;Habileté recommandée : 129
Radicelle en chêne;Menuisier;35;Arme à deux mains d'élémentaliste;1 Branche de chêne, 1 Sang de reptile, 1 Telline du levant;3 Éclat de glace, 4 Éclat de vent;1;123;80;1853;50 max.;Habileté recommandée : 129
Bouclier carré de collection;Menuisier;35;Bouclier;1 Bouclier carré vermoulu, 1 Cuir, 1 Madrier d'orme, 1 Rivets en bronze, 1 Vinaigre de cidre;1 Cristal de vent;1;123;80;1853;50 max.;Synthèse rapide impossible, Habileté recommandée : 129
Harpon yarzon;Menuisier;36;Arme d'hast;1 Glu de poisson, 1 Madrier de noyer, 1 Patte de yarzon brun, 1 Plume de tetrax;4 Éclat de glace, 4 Éclat de vent;1;124;80;1882;50 max.;Habileté recommandée : 129
Arc de cavalerie en mithril;Menuisier;36;Arme d'archer;1 Branche de chêne, 1 Lingot de mithril, 2 Madrier de chêne, 1 Tendon d'acarus;4 Éclat de glace, 4 Éclat de vent;1;124;80;1882;50 max.;Habileté recommandée : 129
Canne pastorale en chêne;Menuisier;37;Arme à deux mains d'élémentaliste;1 Fil de coton, 1 Formule de croissance gamma, 1 Lingot de laiton, 1 Madrier de chêne, 1 Sang de reptile;4 Éclat de glace, 4 Éclat de vent;1;128;80;1905;50 max.;Habileté recommandée : 129
Canne à pêche en corne;Menuisier;37;Outil principal de pêcheur;1 Canne à pêche en noyer, 1 Corne de bouquetin, 1 Huile de poisson, 1 Lingot d'acier;4 Éclat de glace, 4 Éclat de vent;1;192;80;1428;50 max.;Synthèse rapide impossible, Habileté recommandée : 129
Lance en mithril;Menuisier;38;Arme d'hast;1 Cuir de sanglier, 2 Lingot de mithril, 1 Madrier de chêne;4 Éclat de glace, 4 Éclat de vent;1;129;80;1961;50 max.;Habileté recommandée : 129
Canne de collection;Menuisier;38;Arme à deux mains d'élémentaliste;1 Canne endommagée, 1 Formule de croissance gamma;1 Cristal de vent;1;129;80;1961;50 max.;Synthèse rapide impossible, Habileté recommandée : 129
Madrier d'acajou;Menuisier;39;Bois;3 Rondin d'acajou;5 Éclat de vent;1;68;40;2026;50 max.;Habileté recommandée : 136
Patins en chêne;Menuisier;39;Pieds;1 Cuir de sanglier, 1 Madrier de chêne, 1 Étoffe de laine;4 Éclat de glace, 5 Éclat de vent;1;137;80;2026;50 max.;Habileté recommandée : 136
Arc composite en chêne;Menuisier;40;Arme d'archer;1 Corne de bouquetin, 3 Madrier de chêne, 1 Tendon flexible;4 Éclat de glace, 5 Éclat de vent;1;138;80;2050;50 max.;Habileté recommandée : 136
Rouet en acajou;Menuisier;40;Outil secondaire de couturier;2 Madrier d'acajou, 2 Rivets en mithril;4 Éclat de glace, 5 Éclat de vent;1;138;80;2050;50 max.;Habileté recommandée : 136
Canne à pêche en acajou;Menuisier;40;Outil principal de pêcheur;1 Branche de chêne, 1 Lingot de mithril, 1 Madrier d'acajou;4 Éclat de glace, 5 Éclat de vent;1;138;80;2050;50 max.;Habileté recommandée : 136
Macuahuitl à plumet;Menuisier;41;Arme de gladiateur;1 Madrier de chêne, 1 Plume de tetrax, 3 Éclat d'obsidienne de wyverne;4 Éclat de glace, 5 Éclat de vent;1;143;80;2109;50 max.;Habileté recommandée : 136
Radicelle feuillue en palissandre;Menuisier;42;Arme à deux mains d'élémentaliste;1 Branche de palissandre, 1 Sang de conscient, 1 Éclat d'obsidienne de wyverne;5 Éclat de glace, 5 Éclat de vent;1;144;80;2147;50 max.;Habileté recommandée : 150
Meule en grenat;Menuisier;43;Outil secondaire d'orfèvre;1 Grenat brut, 1 Lingot de mithril, 1 Madrier d'acajou;5 Éclat de glace, 5 Éclat de vent;1;155;80;2251;50 max.;Habileté recommandée : 150
Bouclier rond de collection;Menuisier;43;Bouclier;1 Bouclier rond vermoulu, 1 Grès, 1 Lanoline, 2 Madrier d'acajou, 1 Rivets en fer;1 Cristal de vent;1;155;80;2251;50 max.;Synthèse rapide impossible, Habileté recommandée : 150
Hallebarde en cobalt;Menuisier;44;Arme d'hast;1 Cuir de sanglier, 1 Lingot d'argent, 1 Lingot de cobalt, 1 Madrier de chêne;5 Éclat de glace, 5 Éclat de vent;1;156;80;2277;50 max.;Habileté recommandée : 150
Crosse en jade;Menuisier;44;Arme à deux mains d'élémentaliste;1 Glu de démon, 1 Jadéite, 1 Madrier d'acajou, 1 Sang de conscient;5 Éclat de glace, 5 Éclat de vent;1;156;80;2277;50 max.;Habileté recommandée : 150
Madrier de palissandre;Menuisier;45;Bois;3 Rondin de palissandre;6 Éclat de vent;1;79;40;2309;50 max.;Habileté recommandée : 150
Arc revêtu de cobalt;Menuisier;45;Arme d'archer;1 Arc de cavalerie en mithril, 1 Lingot de cobalt, 1 Tendon de raptor;5 Éclat de glace, 6 Éclat de vent;1;237;80;1731;50 max.;Synthèse rapide impossible, Habileté recommandée : 150
Rouet en palissandre;Menuisier;45;Outil secondaire de couturier;2 Madrier de palissandre, 2 Rivets en cobalt;5 Éclat de glace, 6 Éclat de vent;1;158;80;2309;50 max.;Habileté recommandée : 150
Canne à pêche en palissandre;Menuisier;45;Outil principal de pêcheur;1 Branche de palissandre, 1 Huile de crabe, 1 Lingot de mithril, 1 Madrier de palissandre;5 Éclat de glace, 6 Éclat de vent;1;158;80;2309;50 max.;Habileté recommandée : 150
Bouclier rond d'azur à l'aigle d'or;Menuisier;45;Bouclier;1 Cuir de sanglier, 1 Lingot de cobalt, 1 Madrier d'acajou, 1 Rivets en cobalt;5 Éclat de glace, 6 Éclat de vent;1;158;80;2309;50 max.;Habileté recommandée : 150
Guisarme de collection;Menuisier;45;Arme d'hast;1 Glu de démon, 1 Guisarme ébréchée, 1 Madrier d'orme, 1 Pierre à aiguiser en siltstone;1 Cristal de glace;1;158;80;2309;50 max.;Synthèse rapide impossible, Habileté recommandée : 150
Arc long en if;Menuisier;46;Arme d'archer;2 Branche d'if, 1 Essence de girofle, 1 Madrier de palissandre, 1 Tendon de raptor;5 Éclat de glace, 6 Éclat de vent;1;159;80;2372;50 max.;Habileté recommandée : 150
Trident;Menuisier;47;Arme d'hast;1 Huile de requin, 3 Lingot de cobalt, 1 Madrier d'acajou;5 Éclat de glace, 6 Éclat de vent;1;167;80;2421;50 max.;Habileté recommandée : 161
Meule basilic;Menuisier;47;Outil secondaire d'orfèvre;1 Lingot de cobalt, 1 Madrier de palissandre, 1 Œuf de basilic;5 Éclat de glace, 6 Éclat de vent;1;167;80;2421;50 max.;Habileté recommandée : 161
Arc de collection;Menuisier;47;Arme d'archer;1 Arc endommagé, 1 Madrier de palissandre;1 Cristal de vent;1;167;80;2421;50 max.;Synthèse rapide impossible, Habileté recommandée : 161
Canne pastorale en acajou;Menuisier;48;Arme à deux mains d'élémentaliste;1 Fil de la rosée, 1 Formule de croissance gamma, 1 Lingot de mithril, 1 Madrier d'acajou, 1 Sang de conscient;6 Éclat de glace, 6 Éclat de vent;1;172;80;2524;50 max.;Habileté recommandée : 161
Canne à pêche en palissandre renforcée;Menuisier;48;Outil principal de pêcheur;1 Canne à pêche en palissandre, 1 Huile de requin, 1 Lingot d'électrum, 1 Lingot de mithril;6 Éclat de glace, 6 Éclat de vent;1;258;80;1893;50 max.;Synthèse rapide impossible, Habileté recommandée : 161
Patins en acajou;Menuisier;48;Pieds;1 Cuir de sanglier, 1 Madrier d'acajou, 1 Étoffe de feutre;6 Éclat de glace, 6 Éclat de vent;1;172;80;2524;50 max.;Habileté recommandée : 161
Guisarme de daguet;Menuisier;49;Arme d'hast;1 Glu de démon, 2 Lingot de cobalt, 1 Madrier de palissandre;6 Éclat de glace, 6 Éclat de vent;1;174;80;2551;50 max.;Habileté recommandée : 161
Arc crabe;Menuisier;49;Arme d'archer;1 Arc composite en chêne, 1 Carapace de mégalocrabe verte, 1 Corail rouge, 1 Corne de bouquetin;6 Éclat de glace, 6 Éclat de vent;1;261;80;1913;50 max.;Synthèse rapide impossible, Habileté recommandée : 161
Madrier d'épicéa;Menuisier;50;Bois;3 Rondin d'épicéa;3 Cristal de vent;1;97;40;2646;50 max.;Habileté requise : 275 ou plus, Synthèse rapide : Habileté ≧ 347
Lance de champion;Menuisier;50;Arme d'hast;1 Lame de lance ensanglantée, 1 Madrier d'épicéa;2 Cristal de glace, 3 Cristal de vent;1;195;80;2646;50 max.;Contrôle requis : 255 ou plus, Synthèse rapide : Contrôle ≧ 318
Arc composite double-allonge;Menuisier;50;Arme d'archer;1 Branches d'arc ensanglantées, 1 Madrier d'épicéa;2 Cristal de glace, 3 Cristal de vent;1;195;80;2646;50 max.;Contrôle requis : 255 ou plus, Synthèse rapide : Contrôle ≧ 318
Meule de milicien;Menuisier;50;Outil secondaire d'orfèvre;1 Madrier d'épicéa, 1 Pépite de sombracier, 1 Roche astrale;2 Cristal de glace, 3 Cristal de vent;1;195;80;2646;50 max.;Contrôle requis : 255 ou plus, Synthèse rapide : Contrôle ≧ 318
Rouet de milicien;Menuisier;50;Outil secondaire de couturier;2 Madrier d'épicéa, 2 Rivets en cobalt;2 Cristal de glace, 3 Cristal de vent;1;195;80;2646;50 max.;Contrôle requis : 255 ou plus, Synthèse rapide : Contrôle ≧ 318
Madrier d'épicéa durci;Menuisier;50;Bois;2 Madrier d'épicéa, 9 Sève durcie;1 Agrégat de vent;1;116;40;2921;50 max.;Habileté requise : 347 ou plus, Synthèse rapide : Habileté ≧ 391
Branches de Sarnga;Menuisier;50;Composant;1 Madrier d'épicéa durci, 2 Pépite de sombracier;1 Agrégat de glace, 1 Agrégat de vent;1;233;80;2921;50 max.;Contrôle requis : 318 ou plus, Synthèse rapide : Contrôle ≧ 374
Sarnga;Menuisier;50;Arme d'archer;1 Branches de Sarnga, 3 Madrier d'épicéa, 1 Pépite de sombracier;1 Agrégat de glace, 1 Agrégat de vent;1;233;80;2921;50 max.;Contrôle requis : 318 ou plus, Synthèse rapide : Contrôle ≧ 374
Bouclier rond en épicéa;Menuisier;50;Bouclier;1 Madrier d'épicéa durci, 1 Pépite de sombracier, 2 Rivets en sombracier;1 Agrégat de glace, 1 Agrégat de vent;1;233;80;2921;50 max.;Contrôle requis : 318 ou plus, Synthèse rapide : Contrôle ≧ 374
Patins en épicéa;Menuisier;50;Pieds;1 Caoutchouc impérial, 1 Cuir de raptor, 1 Madrier d'épicéa durci, 1 Étoffe de feutre;1 Agrégat de glace, 1 Agrégat de vent;1;233;80;2921;50 max.;Contrôle requis : 318 ou plus, Synthèse rapide : Contrôle ≧ 374
Balai magique;Menuisier;50;Divers;1 Genêt, 5 Tige de bambou;1 Agrégat de glace, 1 Agrégat de vent;30;116;80;2921;50 max.;Contrôle requis : 318 ou plus, Synthèse rapide : Contrôle ≧ 374, Haute qualité impossible
Rouleau d'orchestrion vierge II;Menuisier;50;Rouleau pour orchestrion;1 Potasse, 1 Rondin d'épicéa, 1 Rondin de cyprès;7 Cristal de vent;1;222;40;4980;50 max.;Habileté recommandée : 391, Haute qualité impossible
Balai enchanté;Menuisier;50;Mascotte;1 Branche de palissandre, 1 Genêt, 1 Madrier de morta, 1 Noix luisante;99 Éclat de vent;1;222;80;4980;50 max.;Synthèse rapide impossible, Habileté requise : 391 ou plus, Contrôle requis : 374 ou plus, Haute qualité impossible
Madrier de cèdre;Menuisier;51;Bois;5 Rondin de cèdre;3 Cristal de vent;1;169;40;3951;50 max.;Habileté recommandée : 468
Trident en mithrite;Menuisier;51;Arme d'hast;1 Cuir d'archéornis, 1 Glu d'entité, 1 Madrier de cèdre, 2 Pépite de mithrite;2 Cristal de glace, 3 Cristal de vent;1;339;80;3951;50 max.;Habileté recommandée : 468
Arc long en cèdre;Menuisier;51;Arme d'archer;2 Branche de cèdre, 1 Fil arc-en-ciel, 1 Madrier de cèdre, 1 Pépite de mithrite;2 Cristal de glace, 3 Cristal de vent;1;339;80;3951;50 max.;Habileté recommandée : 468
Crosse en cèdre;Menuisier;51;Arme à deux mains d'élémentaliste;1 Branche de cèdre, 1 Cuir d'archéornis, 1 Dent de yéti, 1 Lingot d'électrum;2 Cristal de glace, 3 Cristal de vent;1;339;80;3951;50 max.;Habileté recommandée : 468
Madrier de cèdre sacré;Menuisier;52;Bois;2 Eau sacrée, 1 Madrier de cèdre;3 Cristal de vent;1;251;40;5172;50 max.;Habileté recommandée : 502
Canne de combat en mithrite;Menuisier;52;Arme d'hast;1 Glu d'entité, 2 Lingot de mithrite, 1 Madrier de cèdre sacré, 2 Pépite d'or rose;3 Cristal de glace, 3 Cristal de vent;1;503;80;5172;50 max.;Habileté recommandée : 502
Arc composite en cèdre sacré;Menuisier;52;Arme d'archer;1 Branche de cèdre, 1 Cuir de wyverne, 1 Fil arc-en-ciel, 2 Lingot de mithrite, 1 Madrier de cèdre sacré;3 Cristal de glace, 3 Cristal de vent;1;503;80;5172;50 max.;Habileté recommandée : 502
Canne à pêche en cèdre;Menuisier;52;Outil principal de pêcheur;1 Branche de cèdre, 2 Madrier de cèdre, 2 Pépite de mithrite;3 Cristal de glace, 3 Cristal de vent;1;503;80;5172;50 max.;Habileté recommandée : 502
Meule astrale;Menuisier;53;Outil secondaire d'orfèvre;2 Madrier de cèdre sacré, 1 Pépite de mithrite, 2 Roche astrale;3 Cristal de glace, 4 Cristal de vent;1;586;80;5783;50 max.;Habileté recommandée : 519
