Œil-de-tigre brut|Mineur|Extraction de minerai|52|Pierre|Terres fumantes:Avant-pays dravanien:Dravania:55:False
Minerai de mithrite|Mineur|Extraction de minerai|53|Pierre|Prairie de Gorgagne:Hautes terres du Coerthas occidental:Coerthas:55:False
Minerai de chalcocite|Mineur|Extraction de minerai|53|Pierre|Terres fumantes:Avant-pays dravanien:Dravania:55:True
Larimar brut|Mineur|Extraction de minerai|53|Pierre|Prairie de Gorgagne:Hautes terres du Coerthas occidental:Coerthas:55:False
Minerai de limonite|Mineur|Extraction de minerai|54|Pierre|Terres fumantes:Avant-pays dravanien:Dravania:55:True
Mormorion brut|Mineur|Extraction de minerai|54|Pierre|Prairie de Gorgagne:Hautes terres du Coerthas occidental:Coerthas:55:False
Eau de source de Dravania|Mineur|Extraction de minerai|54|Réactif|Terres fumantes:Avant-pays dravanien:Dravania:55:False
Minerai de titane|Mineur|Extraction de minerai|55|Pierre|Forêt des chocobos:Avant-pays dravanien:Dravania:55:False
Rubis étoilé brut|Mineur|Extraction de minerai|55|Pierre|Forêt des chocobos:Avant-pays dravanien:Dravania:55:False
Saphir étoilé brut|Mineur|Extraction de minerai|55|Pierre|Forêt des chocobos:Avant-pays dravanien:Dravania:55:False
Minerai d'hématite|Mineur|Extraction de minerai|57|Pierre|Quartier des Sages:Arrière-pays dravanien:Dravania:60:True
Opale brute|Mineur|Extraction de minerai|57|Pierre|Déclin d'Avalonia:Avant-pays dravanien:Dravania:60:False
Eau de source d'Abalathia|Mineur|Extraction de minerai|57|Réactif|Voor Sian Siran:L'Écume des cieux d'Abalathia:Abalathia:60:False
Pièce de monnaie ancienne de Radz-at-Han|Mineur|Extraction de minerai|57|Divers|Quartier des Fabricateurs:Arrière-pays dravanien:Dravania:60:False
Minerai de durargent|Mineur|Extraction de minerai|58|Pierre|Quartier des Fabricateurs:Arrière-pays dravanien:Dravania:60:False
Cornaline brute|Mineur|Extraction de minerai|58|Pierre|Déclin d'Avalonia:Avant-pays dravanien:Dravania:60:False
Stalagmite de glace|Mineur|Extraction de minerai|58|Réactif|Rougebord:Hautes terres du Coerthas occidental:Coerthas:60:False
Minerai de cuprite|Mineur|Extraction de minerai|59|Pierre|Quartier des Sages:Arrière-pays dravanien:Dravania:60:True
Citrine brute|Mineur|Extraction de minerai|59|Pierre|Rougebord:Hautes terres du Coerthas occidental:Coerthas:60:False
Sable d'aurum regis|Mineur|Extraction de minerai|59|Pierre|Voor Sian Siran:L'Écume des cieux d'Abalathia:Abalathia:60:False
Minerai d'adamant|Mineur|Extraction de minerai|60|Pierre|Quadrant bêta:Azys Lla:Abalathia:60:True
Jade du couchant|Mineur|Extraction de minerai|60|Pierre|Rougebord:Hautes terres du Coerthas occidental:Coerthas:60:False,Voor Sian Siran:L'Écume des cieux d'Abalathia:Coerthas:60:False,Déclin d'Avalonia:Avant-pays dravanien:Coerthas:60:False,Quartier des Fabricateurs:Arrière-pays dravanien:Coerthas:60:False
Chrysolite brute|Mineur|Extraction de minerai|60|Pierre|Quartier des Fabricateurs:Arrière-pays dravanien:Dravania:60:False
Éclat d'obsidienne de wyrm|Mineur|Extraction de minerai|60|Pierre|Quartier des Fabricateurs:Arrière-pays dravanien:Dravania:60:False
Œil-de-verre|Mineur|Extraction de minerai|60|Divers|Voor Sian Siran:L'Écume des cieux d'Abalathia:Abalathia:60:False
Sablétoile|Mineur|Extraction de minerai|60|Divers|Confins est:Les Marges:Gyr Abania:60:False
Koban de Shishu|Mineur|Extraction de minerai|60|Divers|Fosse de Turquoise:Mer de Rubis:Othard:60:False
Bijou de la dynastie des Cotter|Mineur|Extraction de minerai|60|Divers|Confins est:Les Marges:Gyr Abania:60:False
Corne de bête|Mineur|Extraction de minerai|60|Os|Déclin d'Avalonia:Avant-pays dravanien:Dravania:60:False
Pigment arc-en-ciel|Mineur|Extraction de minerai|60|Teinture|Déclin d'Avalonia:Avant-pays dravanien:Dravania:60:False
Pigments gyrabaniens|Mineur|Extraction de minerai|60|Divers|Pierres-qui-dorment:Les Pics:Gyr Abania:60:False
Racine de kudzu doré|Mineur|Extraction de minerai|60|Divers|Pierres-qui-dorment:Les Pics:Gyr Abania:60:False
Triphane brute|Mineur|Extraction de minerai|60|Pierre|Roches rayées:Les Marges:Gyr Abania:60:True
Alun gyrabanien|Mineur|Extraction de minerai|60|Réactif|Confins est:Les Marges:Gyr Abania:60:False
Eau de Gyr Abania|Mineur|Extraction de minerai|61|Réactif|Roches rayées:Les Marges:Gyr Abania:65:False
Disthène brut|Mineur|Extraction de minerai|62|Pierre|Roches rayées:Les Marges:Gyr Abania:65:False
Pièce de harpon|Mineur|Extraction de minerai|62|Divers|Roches rayées:Les Marges:Gyr Abania:65:False
Minerai de cupronickel|Mineur|Extraction de minerai|63|Pierre|Couvercle des enfers:Mer de Rubis:Othard:65:False
Spinelle étoilé brut|Mineur|Extraction de minerai|63|Pierre|Côte orientale d'Othard:Mer de Rubis:Othard:65:True
Liquide isolant|Mineur|Extraction de minerai|63|Divers|Lit d'os:Hautes terres du Coerthas occidental:Coerthas:65:False
Eau de roche|Mineur|Extraction de minerai|64|Réactif|Chaîne du Gensui:Yanxia:Othard:65:False
Braises|Mineur|Extraction de minerai|64|Divers|Couvercle des enfers:Mer de Rubis:Othard:65:False
Minerai de fer beitetsu|Mineur|Extraction de minerai|65|Pierre|Chaîne du Gensui:Yanxia:Othard:65:False
Matière première pour alambic|Mineur|Extraction de minerai|65|Divers|Chaîne du Gensui:Yanxia:Othard:65:False
Schörl|Mineur|Extraction de minerai|66|Pierre|Calcul de Ragill:Steppe d'Azim:Othard:70:True
Azurite brute|Mineur|Extraction de minerai|66|Pierre|L'Imposant Calme:Steppe d'Azim:Othard:70:True
Minerai de durium|Mineur|Extraction de minerai|68|Pierre|Railleries d'au-delà:Yanxia:Othard:70:False
Jade impérial brut|Mineur|Extraction de minerai|68|Pierre|Vallée aux Prismes:Yanxia:Othard:70:True
Matière première pour pièce décorative du Bord du gouffre|Mineur|Extraction de minerai|68|Divers|Hautes berges:Les Lacs:Gyr Abania:70:False
Minerai de molybdène|Mineur|Extraction de minerai|70|Pierre|Hautes berges:Les Lacs:Gyr Abania:70:False
Rhodonite brute|Mineur|Extraction de minerai|70|Pierre|Rocrouillé:Les Pics:Gyr Abania:70:True
Élément nécessaire à une fermentation|Mineur|Extraction de minerai|70|Divers|Railleries d'au-delà:Yanxia:Othard:70:False
Minerai brillant|Mineur|Extraction de minerai|70|Divers|Thysm Lran:Il Mheg:Norvrandt:70:False
Almandin|Mineur|Extraction de minerai|70|Pierre|Hautes berges:Les Lacs:Gyr Abania:70:True
Rhodolite|Mineur|Extraction de minerai|70|Pierre|Hautes berges:Les Lacs:Gyr Abania:70:True
Hématite brute|Mineur|Extraction de minerai|70|Pierre|Potager du gouverneur:Kholusia:Norvrandt:70:True
Terreau de Yanxia|Mineur|Extraction de minerai|70|Pierre|Hautes berges:Les Lacs:Gyr Abania:70:True,Calcul de Ragill:Steppe d'Azim:Gyr Abania:70:True
Minerai d'or franc|Mineur|Extraction de minerai|72|Pierre|Villégiature du Lettré:Il Mheg:Norvrandt:75:False
Diaspore brute|Mineur|Extraction de minerai|72|Pierre|Bas-fond des Sextuplés:Il Mheg:Norvrandt:75:True
Matériaux d'ustensiles de couture pour dragon|Mineur|Extraction de minerai|72|Divers|Thermes d'Ouestebourg:L'Écume des cieux de Dravania:Dravania:75:False
Eau de source des hauts plateaux|Mineur|Extraction de minerai|73|Réactif|Villégiature du Lettré:Il Mheg:Norvrandt:75:False
Matériaux d'outils d'artisanat pour dragon|Mineur|Extraction de minerai|73|Divers|Dos-brisé:L'Écume des cieux d'Abalathia:Abalathia:75:False
Déjection d'animal sauvage|Mineur|Extraction de minerai|73|Autre|Ivraie:Grand-Lac:Norvrandt:75:False
Pierre d'azuresprit|Mineur|Extraction de minerai|74|Pierre|Ivraie:Grand-Lac:Norvrandt:75:False
Lazurite brute|Mineur|Extraction de minerai|74|Pierre|Cabane des clercs:Rak'tika:Norvrandt:75:True
Matériaux d'imprimerie|Mineur|Extraction de minerai|75|Divers|Jardins de la Reine:Les Lacs:Gyr Abania:75:False
Résidu alimentaire d'animal géant|Mineur|Extraction de minerai|75|Autre|Villégiature du Lettré:Il Mheg:Norvrandt:75:False
Pierre de rafale|Mineur|Extraction de minerai|76|Pierre|Astropole des K'mul:Rak'tika:Norvrandt:80:True
Pierre irradiante|Mineur|Extraction de minerai|76|Pierre|Porte de l'Exarque:Grand-Lac:Norvrandt:80:True
Triphylite brute|Mineur|Extraction de minerai|76|Pierre|La Louche:Amh Araeng:Norvrandt:80:True
Eau très effervescente|Mineur|Extraction de minerai|76|Réactif|La Frairie sauvage:Rak'tika:Norvrandt:80:False
Minerai de bronze titané|Mineur|Extraction de minerai|77|Pierre|Église de l'Aurore:Grand-Lac:Norvrandt:80:False
Pétalite brute|Mineur|Extraction de minerai|78|Pierre|Ivraie:Grand-Lac:Norvrandt:80:True
Eau souterraine|Mineur|Extraction de minerai|78|Réactif|Église de l'Aurore:Grand-Lac:Norvrandt:80:False
Trace d'animal géant|Mineur|Extraction de minerai|78|Autre|La Frairie sauvage:Rak'tika:Norvrandt:80:False
Minerai de mithril noble|Mineur|Extraction de minerai|80|Pierre|Église de l'Aurore:Grand-Lac:Norvrandt:80:False
Onyx brut|Mineur|Extraction de minerai|80|Pierre|Gorges de Caliban:La Tempête:Norvrandt:80:True
Pierre de foudre grondante|Mineur|Extraction de minerai|80|Pierre|Porte de l'Exarque:Grand-Lac:Norvrandt:80:True,Astropole des K'mul:Rak'tika:Norvrandt:80:True
Éclat de feu|Mineur|Extraction de pierre|1|Cristal|Le Coude de Trois-Malms:Noscea centrale:Noscea:20:False,Bois du Renouveau:Thanalan oriental:Noscea:30:False
Éclat de glace|Mineur|Extraction de pierre|1|Cristal|Vallée du Crâne:Noscea occidentale:Noscea:20:False,Quartpierre:Noscea occidentale:Noscea:30:False,Quartpierre:Noscea occidentale:Noscea:50:False,Hauts-Chemins:Forêt du sud:Noscea:25:False
Éclat de vent|Mineur|Extraction de pierre|1|Cristal|Neuf-Lierres:Forêt de l'est:Forêt de Sombrelinceul:30:False,Massif de ronces:Forêt de l'est:Forêt de Sombrelinceul:50:False,Brumebleue:Thanalan septentrional:Forêt de Sombrelinceul:40:False
Éclat de terre|Mineur|Extraction de pierre|1|Cristal|La Cédrière:Basse-Noscea:Noscea:30:False,La Poigne des Dieux:Basse-Noscea:Noscea:50:False,La Chênaie:Haute-Noscea:Noscea:25:False,La Chênaie:Haute-Noscea:Noscea:30:False,Lac d'Airain:Haute-Noscea:Noscea:45:False
Éclat de foudre|Mineur|Extraction de pierre|1|Cristal|Roncenoire:Thanalan central:Thanalan:15:False,Eaux-Mortes:Thanalan méridional:Thanalan:30:False,Désert de Sagolii:Thanalan méridional:Thanalan:30:False,Labyrinthe rouge:Thanalan méridional:Thanalan:35:False
Éclat d'eau|Mineur|Extraction de pierre|1|Cristal|Confins d'Horizon:Thanalan occidental:Thanalan:15:False,Sources de Nophica:Thanalan occidental:Thanalan:30:False,Bazar argenté:Thanalan occidental:Thanalan:50:False
Sable fin|Mineur|Extraction de pierre|11|Pierre|Roncenoire:Thanalan central:Thanalan:15:False
Sable de cuivre|Mineur|Extraction de pierre|11|Pierre|Confins d'Horizon:Thanalan occidental:Thanalan:15:False
Sel gemme|Mineur|Extraction de pierre|12|Réactif|Roncenoire:Thanalan central:Thanalan:15:False
Grès|Mineur|Extraction de pierre|13|Pierre|Roncenoire:Thanalan central:Thanalan:15:False
Sable de fer|Mineur|Extraction de pierre|14|Pierre|Confins d'Horizon:Thanalan occidental:Thanalan:15:False
Minium|Mineur|Extraction de pierre|15|Réactif|Confins d'Horizon:Thanalan occidental:Thanalan:15:False
Pierre calcaire|Mineur|Extraction de pierre|17|Pierre|Vallée du Crâne:Noscea occidentale:Noscea:20:False
Mudstone|Mineur|Extraction de pierre|20|Pierre|Vallée du Crâne:Noscea occidentale:Noscea:20:False
Matière carbonique grade I|Mineur|Extraction de pierre|20|Catalyseur|Le Coude de Trois-Malms:Noscea centrale:Noscea:20:False
Pierre de terre|Mineur|Extraction de pierre|21|Pierre|Hauts-Chemins:Forêt du sud:Forêt de Sombrelinceul:25:False
Sable d'argent|Mineur|Extraction de pierre|22|Pierre|Hauts-Chemins:Forêt du sud:Forêt de Sombrelinceul:25:False
Pierre de feu|Mineur|Extraction de pierre|23|Pierre|La Chênaie:Haute-Noscea:Noscea:25:False
Pierre de glace|Mineur|Extraction de pierre|23|Pierre|Hauts-Chemins:Forêt du sud:Forêt de Sombrelinceul:25:False
Pierre de vent|Mineur|Extraction de pierre|24|Pierre|Hauts-Chemins:Forêt du sud:Forêt de Sombrelinceul:25:False
Pierre de foudre|Mineur|Extraction de pierre|24|Pierre|La Chênaie:Haute-Noscea:Noscea:25:False
Pierre d'eau|Mineur|Extraction de pierre|25|Pierre|La Chênaie:Haute-Noscea:Noscea:25:False
Cendres de bombo|Mineur|Extraction de pierre|26|Réactif|Désert de Sagolii:Thanalan méridional:Thanalan:30:False
Cristal de feu|Mineur|Extraction de pierre|26|Cristal|Bois du Renouveau:Thanalan oriental:Thanalan:30:False,Déclin d'Avalonia:Avant-pays dravanien:Thanalan:60:True,Quartier des Fabricateurs:Arrière-pays dravanien:Thanalan:60:True,L'Isolé:L'Écume des cieux de Dravania:Thanalan:60:True,Vallée aux Prismes:Yanxia:Thanalan:70:True,Ombrefaille:Kholusia:Thanalan:70:False,Lenteroute:Kholusia:Thanalan:75:False,Amistie:Kholusia:Thanalan:80:False,Komra:Kholusia:Thanalan:80:True
Cristal de glace|Mineur|Extraction de pierre|26|Cristal|Quartpierre:Noscea occidentale:Noscea:30:False,Quartpierre:Noscea occidentale:Noscea:50:False,Les Jumeaux:Hautes terres du Coerthas occidental:Noscea:55:False,Le Convictoire:Hautes terres du Coerthas occidental:Noscea:75:False
Cristal de vent|Mineur|Extraction de pierre|26|Cristal|Neuf-Lierres:Forêt de l'est:Forêt de Sombrelinceul:30:False,Massif de ronces:Forêt de l'est:Forêt de Sombrelinceul:50:False,Auberge du Grand Départ:Amh Araeng:Forêt de Sombrelinceul:70:False,Grandes mines de Biran:Amh Araeng:Forêt de Sombrelinceul:80:False
Cristal de terre|Mineur|Extraction de pierre|26|Cristal|La Cédrière:Basse-Noscea:Noscea:30:False,La Poigne des Dieux:Basse-Noscea:Noscea:50:False,Colonie des Maîtres terriens:L'Écume des cieux de Dravania:Noscea:60:False,Colonie des Maîtres terriens:L'Écume des cieux de Dravania:Noscea:65:False,Rocrouillé:Les Pics:Noscea:65:False
