Meule en grès|Menuisier|11||Outil secondaire d'orfèvre|Madrier de frêne:1,Lingot de bronze:1,Grès:1|Éclat de vent:1,Éclat de glace:1|1|48|60|665|50 max.|Habileté recommandée : 67|0
Rouet|Menuisier|12||Outil secondaire de couturier|Madrier de frêne:2,Rivets en bronze:2|Éclat de vent:1,Éclat de glace:1|1|53|60|702|50 max.|Habileté recommandée : 67|0
Canne à pêche d'amateur|Menuisier|12||Outil principal de pêcheur|Madrier de frêne:1,Branche de frêne:1,Lingot de bronze:1|Éclat de vent:1,Éclat de glace:1|1|53|60|702|50 max.|Habileté recommandée : 67|0
Harpon à plumet|Menuisier|13||Arme d'hast|Madrier de frêne:1,Plume de corbeau:1,Fémur sale:1,Glu animale:1|Éclat de vent:1,Éclat de glace:1|1|54|60|726|50 max.|Habileté recommandée : 67|0
Radicelle|Menuisier|13||Arme à deux mains d'élémentaliste|Branche de frêne:1,Fragment d'os:1,Sang de bête:1|Éclat de vent:1,Éclat de glace:1|1|54|60|726|50 max.|Habileté recommandée : 67|0
Hast en laiton|Menuisier|14||Arme d'hast|Madrier d'érable:1,Huile de poisson:1,Lingot de bronze:1,Lingot de laiton:1|Éclat de vent:1,Éclat de glace:1|1|54|60|751|50 max.|Habileté recommandée : 67|0
Masque en frêne|Menuisier|14||Tête|Madrier de frêne:1,Cuir:1,Huile de poisson:1|Éclat de vent:1,Éclat de glace:1|1|54|60|751|50 max.|Habileté recommandée : 67|0
Patins en frêne|Menuisier|14||Pieds|Madrier de frêne:1,Étoffe de chanvre:1,Cuir:1|Éclat de vent:1,Éclat de glace:1|1|54|60|751|50 max.|Habileté recommandée : 67|0
Arc long gainé|Menuisier|15||Arme d'archer|Arc long:1,Branche de frêne:2,Cuir rigide:1|Éclat de vent:1,Éclat de glace:1|1|82|70|605|50 max.|Synthèse rapide impossible,Habileté recommandée : 67|0
Arc court en frêne|Menuisier|15||Arme d'archer|Madrier de frêne:1,Branche de frêne:1,Fil de chanvre:1|Éclat de vent:1,Éclat de glace:1|1|55|70|807|50 max.|Habileté recommandée : 67|0
Bouclier carré en frêne|Menuisier|15||Bouclier|Madrier de frêne:1,Rivets en bronze:2|Éclat de vent:1,Éclat de glace:1|1|55|70|807|50 max.|Habileté recommandée : 67|0
Madrier d'orme|Menuisier|16||Bois|Rondin d'orme:3|Éclat de vent:1|1|31|40|866|50 max.|Habileté recommandée : 78|0
Canne à pêche en orme|Menuisier|16||Outil principal de pêcheur|Madrier d'orme:1,Branche de frêne:1,Lingot de fer:1|Éclat de vent:1,Éclat de glace:1|1|63|70|866|50 max.|Habileté recommandée : 78|0
Hast en fer|Menuisier|17||Arme d'hast|Madrier d'orme:1,Lingot de fer:1,Essence de girofle:1|Éclat de vent:1,Éclat de glace:1|1|66|70|898|50 max.|Habileté recommandée : 78|0
Canne en orme|Menuisier|18||Arme à deux mains d'élémentaliste|Madrier d'orme:1,Formule de croissance bêta:1|Éclat de vent:1,Éclat de glace:1|1|67|70|939|50 max.|Habileté recommandée : 78|0
Arc long en orme|Menuisier|19||Arme d'archer|Madrier d'orme:1,Branche de frêne:2,Fil de coton:1|Éclat de vent:1,Éclat de glace:1|1|68|70|982|50 max.|Habileté recommandée : 82|0
Crosse en orme|Menuisier|19||Arme à deux mains d'élémentaliste|Madrier d'orme:1,Sang de bête:1|Éclat de vent:1,Éclat de glace:1|1|68|70|982|50 max.|Habileté recommandée : 82|0
Rouet d'initié|Menuisier|19||Outil secondaire de couturier|Madrier d'orme:2,Rivets en bronze:2|Éclat de vent:1,Éclat de glace:1|1|68|70|982|50 max.|Habileté recommandée : 82|0
Rouleau d'orchestrion vierge I|Menuisier|20||Rouleau pour orchestrion|Herbe de moko:1,Rondin d'orme:1|Éclat de vent:1|1|37|40|1053|50 max.|Habileté recommandée : 94,Haute qualité impossible|0
Lance|Menuisier|20||Arme d'hast|Madrier d'orme:1,Lingot de fer:2,Cuir rigide:1|Éclat de vent:1,Éclat de glace:1|1|74|70|1053|50 max.|Habileté recommandée : 94|0
Canne à pêche d'initié|Menuisier|20||Outil principal de pêcheur|Madrier d'orme:1,Branche d'if:1,Lingot de fer:1|Éclat de vent:1,Éclat de glace:1|1|74|70|1053|50 max.|Habileté recommandée : 94|0
Masque en frêne (lapis-lazuli)|Menuisier|20||Tête|Madrier de frêne:1,Lapis-lazuli:1,Essence de girofle:1,Cuir:1|Éclat de vent:1,Éclat de glace:1|1|74|70|1053|50 max.|Habileté recommandée : 94|0
Madrier d'if|Menuisier|21||Bois|Rondin d'if:3|Éclat de vent:2|1|37|40|1090|50 max.|Habileté recommandée : 94|0
Arc de vélocité en orme|Menuisier|21||Arme d'archer|Arc court en frêne:1,Madrier d'orme:1,Plume de corbeau:1|Éclat de vent:2,Éclat de glace:1|1|112|70|817|50 max.|Synthèse rapide impossible,Habileté recommandée : 94|0
Radicelle en if|Menuisier|21||Arme à deux mains d'élémentaliste|Branche d'if:1,Telline du levant:1,Sang de bête:1|Éclat de vent:2,Éclat de glace:1|1|75|70|1090|50 max.|Habileté recommandée : 94|0
Guisarme|Menuisier|22||Arme d'hast|Madrier d'orme:1,Lingot de fer:1,Glu animale:1|Éclat de vent:2,Éclat de glace:1|1|75|70|1122|50 max.|Habileté recommandée : 94|0
Meule en mudstone|Menuisier|22||Outil secondaire d'orfèvre|Madrier d'orme:1,Lingot de fer:1,Mudstone:1|Éclat de vent:2,Éclat de glace:1|1|75|70|1122|50 max.|Habileté recommandée : 94|0
Rouet en orme|Menuisier|23||Outil secondaire de couturier|Madrier d'orme:2,Rivets en fer:2|Éclat de vent:2,Éclat de glace:1|1|79|70|1169|50 max.|Habileté recommandée : 99|0
Arc long en orme gainé|Menuisier|24||Arme d'archer|Arc long gainé:1,Madrier d'orme:1,Cuir rigide:1|Éclat de vent:2,Éclat de glace:2|1|127|70|929|50 max.|Synthèse rapide impossible,Habileté recommandée : 99|0
Crosse en if|Menuisier|24||Arme à deux mains d'élémentaliste|Madrier d'if:1,Sang de bête:1|Éclat de vent:2,Éclat de glace:2|1|85|70|1239|50 max.|Habileté recommandée : 99|0
Patins en orme|Menuisier|24||Pieds|Madrier d'orme:1,Étoffe de coton:1,Cuir rigide:1|Éclat de vent:2,Éclat de glace:2|1|85|70|1239|50 max.|Habileté recommandée : 99|0
Madrier de noyer|Menuisier|25||Bois|Rondin de noyer:3|Éclat de vent:2|1|44|40|1296|50 max.|Habileté recommandée : 99|0
Meule d'initié|Menuisier|25||Outil secondaire d'orfèvre|Madrier de noyer:1,Lingot de fer:1,Mudstone:1|Éclat de vent:2,Éclat de glace:2|1|89|70|1296|50 max.|Habileté recommandée : 99|0
Canne à pêche en if|Menuisier|25||Outil principal de pêcheur|Madrier d'if:1,Branche d'if:1,Lingot de fer:1,Fluide de méduse:1|Éclat de vent:2,Éclat de glace:2|1|89|70|1296|50 max.|Habileté recommandée : 99|0
Arc composite|Menuisier|26||Arme d'archer|Madrier de frêne:3,Bois de cerf:1,Tendon robuste:1|Éclat de vent:2,Éclat de glace:2|1|90|70|1332|50 max.|Habileté recommandée : 99|0
Canne pastorale en if|Menuisier|26||Arme à deux mains d'élémentaliste|Madrier d'if:1,Formule de croissance bêta:1,Lingot de laiton:1,Sang de bête:1,Fil de chanvre:1|Éclat de vent:2,Éclat de glace:2|1|90|70|1332|50 max.|Habileté recommandée : 99|0
Bouclier rond aux vipères croisées|Menuisier|26||Bouclier|Madrier de noyer:1,Cuir de bouquetin:1,Lingot de fer:1,Rivets en fer:1|Éclat de vent:2,Éclat de glace:2|1|90|70|1332|50 max.|Habileté recommandée : 99|0
Fourche de combat en argent|Menuisier|27||Arme d'hast|Madrier de noyer:1,Lingot d'argent:1,Huile de crabe:1|Éclat de vent:3,Éclat de glace:2|1|91|70|1368|50 max.|Habileté recommandée : 99|0
Macuahuitl en orme|Menuisier|28||Arme de gladiateur|Madrier d'orme:2,Éclat d'obsidienne:4|Éclat de vent:3,Éclat de glace:2|1|100|70|1498|50 max.|Habileté recommandée : 106|0
Hallebarde|Menuisier|29||Arme d'hast|Madrier de noyer:1,Cuir de bouquetin:1,Lingot d'acier:1,Lingot de fer:1|Éclat de vent:3,Éclat de glace:2|1|101|70|1544|50 max.|Habileté recommandée : 106|0
Canne en noyer|Menuisier|29||Arme à deux mains d'élémentaliste|Madrier de noyer:1,Formule de croissance bêta:1|Éclat de vent:3,Éclat de glace:2|1|101|70|1544|50 max.|Habileté recommandée : 106|0
Canne à pêche en bois de cerf|Menuisier|29||Outil principal de pêcheur|Madrier de noyer:1,Branche d'if:1,Lingot d'acier:1,Bois de cerf:1|Éclat de vent:3,Éclat de glace:2|1|101|70|1544|50 max.|Habileté recommandée : 106|0
Hast en acier|Menuisier|30||Arme d'hast|Madrier de noyer:1,Lingot d'acier:1,Huile de crabe:1|Éclat de vent:3,Éclat de glace:3|1|102|70|1584|50 max.|Habileté recommandée : 106|0
Crosse corbeau|Menuisier|30||Arme à deux mains d'élémentaliste|Crosse en if:1,Sang de reptile:1,Plume de corbeau:1|Éclat de vent:3,Éclat de glace:3|1|153|70|1188|50 max.|Synthèse rapide impossible,Habileté recommandée : 106|0
Arc de cavalerie en frêne|Menuisier|31||Arme d'archer|Madrier de frêne:2,Branche de chêne:1,Lingot d'acier:1,Tendon flexible:1|Éclat de vent:3,Éclat de glace:3|1|106|80|1670|50 max.|Habileté recommandée : 121|0
Madrier de chêne|Menuisier|32||Bois|Rondin de chêne:3|Éclat de vent:3|1|55|40|1697|50 max.|Habileté recommandée : 121|0
Canne à pêche en noyer|Menuisier|32||Outil principal de pêcheur|Madrier de noyer:1,Branche de chêne:1,Lingot d'acier:1|Éclat de vent:3,Éclat de glace:3|1|110|80|1697|50 max.|Habileté recommandée : 121|0
Rouet en noyer|Menuisier|33||Outil secondaire de couturier|Madrier de noyer:2,Rivets en acier:2|Éclat de vent:4,Éclat de glace:3|1|111|80|1757|50 max.|Habileté recommandée : 121|0
Patins en noyer|Menuisier|33||Pieds|Madrier de noyer:1,Étoffe de veloutine:1,Cuir de bouquetin:1|Éclat de vent:4,Éclat de glace:3|1|111|80|1757|50 max.|Habileté recommandée : 121|0
Macuahuitl en noyer|Menuisier|34||Arme de gladiateur|Madrier de noyer:1,Éclat d'obsidienne de wyverne:2|Éclat de vent:4,Éclat de glace:3|1|115|80|1811|50 max.|Habileté recommandée : 129|0
Meule en siltstone|Menuisier|34||Outil secondaire d'orfèvre|Madrier de noyer:1,Lingot d'acier:1,Siltstone:1|Éclat de vent:4,Éclat de glace:3|1|115|80|1811|50 max.|Habileté recommandée : 129|0
Lance lourde en acier|Menuisier|35||Arme d'hast|Madrier de noyer:1,Cuir de crapaud:1,Lingot d'acier:2|Éclat de vent:4,Éclat de glace:3|1|123|80|1853|50 max.|Habileté recommandée : 129|0
Arc long en chêne|Menuisier|35||Arme d'archer|Madrier de chêne:1,Branche de frêne:2,Fil de lin:1,Lingot d'acier:1|Éclat de vent:4,Éclat de glace:3|1|123|80|1853|50 max.|Habileté recommandée : 129|0
Radicelle en chêne|Menuisier|35||Arme à deux mains d'élémentaliste|Branche de chêne:1,Telline du levant:1,Sang de reptile:1|Éclat de vent:4,Éclat de glace:3|1|123|80|1853|50 max.|Habileté recommandée : 129|0
Bouclier carré de collection|Menuisier|35||Bouclier|Bouclier carré vermoulu:1,Madrier d'orme:1,Cuir:1,Rivets en bronze:1,Vinaigre de cidre:1|Cristal de vent:1|1|123|80|1853|50 max.|Synthèse rapide impossible,Habileté recommandée : 129|0
Harpon yarzon|Menuisier|36||Arme d'hast|Madrier de noyer:1,Plume de tetrax:1,Patte de yarzon brun:1,Glu de poisson:1|Éclat de vent:4,Éclat de glace:4|1|124|80|1882|50 max.|Habileté recommandée : 129|0
Arc de cavalerie en mithril|Menuisier|36||Arme d'archer|Madrier de chêne:2,Branche de chêne:1,Lingot de mithril:1,Tendon d'acarus:1|Éclat de vent:4,Éclat de glace:4|1|124|80|1882|50 max.|Habileté recommandée : 129|0
Canne pastorale en chêne|Menuisier|37||Arme à deux mains d'élémentaliste|Madrier de chêne:1,Formule de croissance gamma:1,Lingot de laiton:1,Sang de reptile:1,Fil de coton:1|Éclat de vent:4,Éclat de glace:4|1|128|80|1905|50 max.|Habileté recommandée : 129|0
Canne à pêche en corne|Menuisier|37||Outil principal de pêcheur|Canne à pêche en noyer:1,Lingot d'acier:1,Huile de poisson:1,Corne de bouquetin:1|Éclat de vent:4,Éclat de glace:4|1|192|80|1428|50 max.|Synthèse rapide impossible,Habileté recommandée : 129|0
Lance en mithril|Menuisier|38||Arme d'hast|Madrier de chêne:1,Cuir de sanglier:1,Lingot de mithril:2|Éclat de vent:4,Éclat de glace:4|1|129|80|1961|50 max.|Habileté recommandée : 129|0
Canne de collection|Menuisier|38||Arme à deux mains d'élémentaliste|Canne endommagée:1,Formule de croissance gamma:1|Cristal de vent:1|1|129|80|1961|50 max.|Synthèse rapide impossible,Habileté recommandée : 129|0
Madrier d'acajou|Menuisier|39||Bois|Rondin d'acajou:3|Éclat de vent:5|1|68|40|2026|50 max.|Habileté recommandée : 136|0
Patins en chêne|Menuisier|39||Pieds|Madrier de chêne:1,Étoffe de laine:1,Cuir de sanglier:1|Éclat de vent:5,Éclat de glace:4|1|137|80|2026|50 max.|Habileté recommandée : 136|0
Arc composite en chêne|Menuisier|40||Arme d'archer|Madrier de chêne:3,Tendon flexible:1,Corne de bouquetin:1|Éclat de vent:5,Éclat de glace:4|1|138|80|2050|50 max.|Habileté recommandée : 136|0
Rouet en acajou|Menuisier|40||Outil secondaire de couturier|Madrier d'acajou:2,Rivets en mithril:2|Éclat de vent:5,Éclat de glace:4|1|138|80|2050|50 max.|Habileté recommandée : 136|0
Canne à pêche en acajou|Menuisier|40||Outil principal de pêcheur|Madrier d'acajou:1,Branche de chêne:1,Lingot de mithril:1|Éclat de vent:5,Éclat de glace:4|1|138|80|2050|50 max.|Habileté recommandée : 136|0
Macuahuitl à plumet|Menuisier|41||Arme de gladiateur|Madrier de chêne:1,Éclat d'obsidienne de wyverne:3,Plume de tetrax:1|Éclat de vent:5,Éclat de glace:4|1|143|80|2109|50 max.|Habileté recommandée : 136|0
Radicelle feuillue en palissandre|Menuisier|42||Arme à deux mains d'élémentaliste|Branche de palissandre:1,Éclat d'obsidienne de wyverne:1,Sang de conscient:1|Éclat de vent:5,Éclat de glace:5|1|144|80|2147|50 max.|Habileté recommandée : 150|0
Meule en grenat|Menuisier|43||Outil secondaire d'orfèvre|Lingot de mithril:1,Grenat brut:1,Madrier d'acajou:1|Éclat de vent:5,Éclat de glace:5|1|155|80|2251|50 max.|Habileté recommandée : 150|0
Bouclier rond de collection|Menuisier|43||Bouclier|Bouclier rond vermoulu:1,Madrier d'acajou:2,Grès:1,Rivets en fer:1,Lanoline:1|Cristal de vent:1|1|155|80|2251|50 max.|Synthèse rapide impossible,Habileté recommandée : 150|0
Hallebarde en cobalt|Menuisier|44||Arme d'hast|Lingot de cobalt:1,Lingot d'argent:1,Madrier de chêne:1,Cuir de sanglier:1|Éclat de vent:5,Éclat de glace:5|1|156|80|2277|50 max.|Habileté recommandée : 150|0
Crosse en jade|Menuisier|44||Arme à deux mains d'élémentaliste|Madrier d'acajou:1,Jadéite:1,Sang de conscient:1,Glu de démon:1|Éclat de vent:5,Éclat de glace:5|1|156|80|2277|50 max.|Habileté recommandée : 150|0
Madrier de palissandre|Menuisier|45||Bois|Rondin de palissandre:3|Éclat de vent:6|1|79|40|2309|50 max.|Habileté recommandée : 150|0
Arc revêtu de cobalt|Menuisier|45||Arme d'archer|Arc de cavalerie en mithril:1,Tendon de raptor:1,Lingot de cobalt:1|Éclat de vent:6,Éclat de glace:5|1|237|80|1731|50 max.|Synthèse rapide impossible,Habileté recommandée : 150|0
Rouet en palissandre|Menuisier|45||Outil secondaire de couturier|Madrier de palissandre:2,Rivets en cobalt:2|Éclat de vent:6,Éclat de glace:5|1|158|80|2309|50 max.|Habileté recommandée : 150|0
Canne à pêche en palissandre|Menuisier|45||Outil principal de pêcheur|Madrier de palissandre:1,Branche de palissandre:1,Lingot de mithril:1,Huile de crabe:1|Éclat de vent:6,Éclat de glace:5|1|158|80|2309|50 max.|Habileté recommandée : 150|0
Bouclier rond d'azur à l'aigle d'or|Menuisier|45||Bouclier|Lingot de cobalt:1,Madrier d'acajou:1,Rivets en cobalt:1,Cuir de sanglier:1|Éclat de vent:6,Éclat de glace:5|1|158|80|2309|50 max.|Habileté recommandée : 150|0
Guisarme de collection|Menuisier|45||Arme d'hast|Guisarme ébréchée:1,Madrier d'orme:1,Pierre à aiguiser en siltstone:1,Glu de démon:1|Cristal de glace:1|1|158|80|2309|50 max.|Synthèse rapide impossible,Habileté recommandée : 150|0
Arc long en if|Menuisier|46||Arme d'archer|Madrier de palissandre:1,Branche d'if:2,Tendon de raptor:1,Essence de girofle:1|Éclat de vent:6,Éclat de glace:5|1|159|80|2372|50 max.|Habileté recommandée : 150|0
Trident|Menuisier|47||Arme d'hast|Lingot de cobalt:3,Madrier d'acajou:1,Huile de requin:1|Éclat de vent:6,Éclat de glace:5|1|167|80|2421|50 max.|Habileté recommandée : 161|0
Meule basilic|Menuisier|47||Outil secondaire d'orfèvre|Madrier de palissandre:1,Lingot de cobalt:1,Œuf de basilic:1|Éclat de vent:6,Éclat de glace:5|1|167|80|2421|50 max.|Habileté recommandée : 161|0
Arc de collection|Menuisier|47||Arme d'archer|Arc endommagé:1,Madrier de palissandre:1|Cristal de vent:1|1|167|80|2421|50 max.|Synthèse rapide impossible,Habileté recommandée : 161|0
Canne pastorale en acajou|Menuisier|48||Arme à deux mains d'élémentaliste|Madrier d'acajou:1,Formule de croissance gamma:1,Lingot de mithril:1,Sang de conscient:1,Fil de la rosée:1|Éclat de vent:6,Éclat de glace:6|1|172|80|2524|50 max.|Habileté recommandée : 161|0
Canne à pêche en palissandre renforcée|Menuisier|48||Outil principal de pêcheur|Canne à pêche en palissandre:1,Lingot de mithril:1,Huile de requin:1,Lingot d'électrum:1|Éclat de vent:6,Éclat de glace:6|1|258|80|1893|50 max.|Synthèse rapide impossible,Habileté recommandée : 161|0
Patins en acajou|Menuisier|48||Pieds|Madrier d'acajou:1,Étoffe de feutre:1,Cuir de sanglier:1|Éclat de vent:6,Éclat de glace:6|1|172|80|2524|50 max.|Habileté recommandée : 161|0
Guisarme de daguet|Menuisier|49||Arme d'hast|Lingot de cobalt:2,Madrier de palissandre:1,Glu de démon:1|Éclat de vent:6,Éclat de glace:6|1|174|80|2551|50 max.|Habileté recommandée : 161|0
Arc crabe|Menuisier|49||Arme d'archer|Arc composite en chêne:1,Corne de bouquetin:1,Carapace de mégalocrabe verte:1,Corail rouge:1|Éclat de vent:6,Éclat de glace:6|1|261|80|1913|50 max.|Synthèse rapide impossible,Habileté recommandée : 161|0
Madrier d'épicéa|Menuisier|50||Bois|Rondin d'épicéa:3|Cristal de vent:3|1|97|40|2646|50 max.|Habileté requise : 275 ou plus,Synthèse rapide : Habileté ≧ 347|0
Lance de champion|Menuisier|50||Arme d'hast|Lame de lance ensanglantée:1,Madrier d'épicéa:1|Cristal de vent:3,Cristal de glace:2|1|195|80|2646|50 max.|Contrôle requis : 255 ou plus,Synthèse rapide : Contrôle ≧ 318|0
Arc composite double-allonge|Menuisier|50||Arme d'archer|Branches d'arc ensanglantées:1,Madrier d'épicéa:1|Cristal de vent:3,Cristal de glace:2|1|195|80|2646|50 max.|Contrôle requis : 255 ou plus,Synthèse rapide : Contrôle ≧ 318|0
Meule de milicien|Menuisier|50||Outil secondaire d'orfèvre|Pépite de sombracier:1,Roche astrale:1,Madrier d'épicéa:1|Cristal de vent:3,Cristal de glace:2|1|195|80|2646|50 max.|Contrôle requis : 255 ou plus,Synthèse rapide : Contrôle ≧ 318|0
Rouet de milicien|Menuisier|50||Outil secondaire de couturier|Madrier d'épicéa:2,Rivets en cobalt:2|Cristal de vent:3,Cristal de glace:2|1|195|80|2646|50 max.|Contrôle requis : 255 ou plus,Synthèse rapide : Contrôle ≧ 318|0
Madrier d'épicéa durci|Menuisier|50||Bois|Madrier d'épicéa:2,Sève durcie:9|Agrégat de vent:1|1|116|40|2921|50 max.|Habileté requise : 347 ou plus,Synthèse rapide : Habileté ≧ 391|0
Branches de Sarnga|Menuisier|50||Composant|Madrier d'épicéa durci:1,Pépite de sombracier:2|Agrégat de vent:1,Agrégat de glace:1|1|233|80|2921|50 max.|Contrôle requis : 318 ou plus,Synthèse rapide : Contrôle ≧ 374|0
Sarnga|Menuisier|50||Arme d'archer|Branches de Sarnga:1,Pépite de sombracier:1,Madrier d'épicéa:3|Agrégat de vent:1,Agrégat de glace:1|1|233|80|2921|50 max.|Contrôle requis : 318 ou plus,Synthèse rapide : Contrôle ≧ 374|0
Bouclier rond en épicéa|Menuisier|50||Bouclier|Madrier d'épicéa durci:1,Rivets en sombracier:2,Pépite de sombracier:1|Agrégat de vent:1,Agrégat de glace:1|1|233|80|2921|50 max.|Contrôle requis : 318 ou plus,Synthèse rapide : Contrôle ≧ 374|0
Patins en épicéa|Menuisier|50||Pieds|Caoutchouc impérial:1,Madrier d'épicéa durci:1,Étoffe de feutre:1,Cuir de raptor:1|Agrégat de vent:1,Agrégat de glace:1|1|233|80|2921|50 max.|Contrôle requis : 318 ou plus,Synthèse rapide : Contrôle ≧ 374|0
Balai magique|Menuisier|50||Divers|Genêt:1,Tige de bambou:5|Agrégat de vent:1,Agrégat de glace:1|30|116|80|2921|50 max.|Contrôle requis : 318 ou plus,Synthèse rapide : Contrôle ≧ 374,Haute qualité impossible|0
Rouleau d'orchestrion vierge II|Menuisier|50||Rouleau pour orchestrion|Rondin d'épicéa:1,Rondin de cyprès:1,Potasse:1|Cristal de vent:7|1|222|40|4980|50 max.|Habileté recommandée : 391,Haute qualité impossible|0
Balai enchanté|Menuisier|50||Mascotte|Noix luisante:1,Genêt:1,Branche de palissandre:1,Madrier de morta:1|Éclat de vent:99|1|222|80|4980|50 max.|Synthèse rapide impossible,Habileté requise : 391 ou plus,Contrôle requis : 374 ou plus,Haute qualité impossible|0
Madrier de cèdre|Menuisier|51||Bois|Rondin de cèdre:5|Cristal de vent:3|1|169|40|3951|50 max.|Habileté recommandée : 468|0
Trident en mithrite|Menuisier|51||Arme d'hast|Madrier de cèdre:1,Pépite de mithrite:2,Cuir d'archéornis:1,Glu d'entité:1|Cristal de vent:3,Cristal de glace:2|1|339|80|3951|50 max.|Habileté recommandée : 468|0
Arc long en cèdre|Menuisier|51||Arme d'archer|Branche de cèdre:2,Madrier de cèdre:1,Pépite de mithrite:1,Fil arc-en-ciel:1|Cristal de vent:3,Cristal de glace:2|1|339|80|3951|50 max.|Habileté recommandée : 468|0
Crosse en cèdre|Menuisier|51||Arme à deux mains d'élémentaliste|Branche de cèdre:1,Dent de yéti:1,Lingot d'électrum:1,Cuir d'archéornis:1|Cristal de vent:3,Cristal de glace:2|1|339|80|3951|50 max.|Habileté recommandée : 468|0
Madrier de cèdre sacré|Menuisier|52||Bois|Madrier de cèdre:1,Eau sacrée:2|Cristal de vent:3|1|251|40|5172|50 max.|Habileté recommandée : 502|0
Canne de combat en mithrite|Menuisier|52||Arme d'hast|Madrier de cèdre sacré:1,Lingot de mithrite:2,Pépite d'or rose:2,Glu d'entité:1|Cristal de vent:3,Cristal de glace:3|1|503|80|5172|50 max.|Habileté recommandée : 502|0
Arc composite en cèdre sacré|Menuisier|52||Arme d'archer|Madrier de cèdre sacré:1,Branche de cèdre:1,Lingot de mithrite:2,Fil arc-en-ciel:1,Cuir de wyverne:1|Cristal de vent:3,Cristal de glace:3|1|503|80|5172|50 max.|Habileté recommandée : 502|0
Canne à pêche en cèdre|Menuisier|52||Outil principal de pêcheur|Branche de cèdre:1,Madrier de cèdre:2,Pépite de mithrite:2|Cristal de vent:3,Cristal de glace:3|1|503|80|5172|50 max.|Habileté recommandée : 502|0
Meule astrale|Menuisier|53||Outil secondaire d'orfèvre|Madrier de cèdre sacré:2,Pépite de mithrite:1,Roche astrale:2|Cristal de vent:4,Cristal de glace:3|1|586|80|5783|50 max.|Habileté recommandée : 519|0
Rouet en cèdre sacré|Menuisier|53||Outil secondaire de couturier|Madrier de cèdre sacré:3,Rivets en mithrite:2|Cristal de vent:4,Cristal de glace:3|1|586|80|5783|50 max.|Habileté recommandée : 519|0
